time,x,x
1.78869E+18,-0.107964762,0.011972038
1.78869E+18,-0.107904263,0.012032537
1.78869E+18,-0.107879683,0.012057117
1.78869E+18,-0.107843049,0.012093751
1.78869E+18,-0.107882798,0.012054002
1.78869E+18,-0.107852049,0.012084751
1.78869E+18,-0.107941575,0.011995225
1.78869E+18,-0.108014345,0.011922455
1.78869E+18,-0.108225584,0.011711216
1.78869E+18,-0.108352557,0.011584243
1.78869E+18,-0.108412951,0.011523849
1.78869E+18,-0.108470559,0.011466241
1.78869E+18,-0.108495206,0.011441594
1.78869E+18,-0.108419158,0.011517642
1.78869E+18,-0.108477287,0.011459513
1.78869E+18,-0.108581439,0.011355361
1.78869E+18,-0.108682334,0.011254466
1.78869E+18,-0.108778834,0.011157966
1.78869E+18,-0.108829364,0.011107436
1.78869E+18,-0.108815596,0.011121204
1.78869E+18,-0.108800098,0.011136702
1.78869E+18,-0.108802706,0.011134094
1.78869E+18,-0.108759977,0.011176823
1.78869E+18,-0.108801916,0.011134884
1.78869E+18,-0.108814716,0.011122084
1.78869E+18,-0.108730942,0.011205858
1.78869E+18,-0.108582877,0.011353923
1.78869E+18,-0.108549014,0.011387786
1.78869E+18,-0.108497195,0.011439605
1.78869E+18,-0.108428806,0.011507994
1.78869E+18,-0.108451076,0.011485724
1.78869E+18,-0.108286783,0.011650017
1.78869E+18,-0.108166426,0.011770374
1.78869E+18,-0.108081996,0.011854804
1.78869E+18,-0.108068943,0.011867857
